project_index,folder_count,file_count,file_count_tslike,file_count_.ts,file_count_.tsx,file_count_.js,file_count_.jsx,commit_count,unique_commit_authors,commit_count_per_author,first_commit_date,last_commit_date,lines_of_code,lines_of_code_tslike,lines_of_code_.ts,lines_of_code_.tsx,lines_of_code_.js,lines_of_code_.jsx,lines_of_comments,lines_of_comments_tslike,lines_of_comments_.ts,lines_of_comments_.tsx,lines_of_comments_.js,lines_of_comments_.jsx,/frontend_.ts_file_count,/frontend_.ts_total_lines,/frontend_.ts_sloc,/frontend_.ts_total_lines_of_comments,/frontend_.ts_blank_lines,/frontend_.js_file_count,/frontend_.js_total_lines,/frontend_.js_sloc,/frontend_.js_total_lines_of_comments,/frontend_.js_blank_lines,/src_.ts_file_count,/src_.ts_total_lines,/src_.ts_sloc,/src_.ts_total_lines_of_comments,/src_.ts_blank_lines,/src_.js_file_count,/src_.js_total_lines,/src_.js_sloc,/src_.js_total_lines_of_comments,/src_.js_blank_lines,/test/controller_.ts_file_count,/test/controller_.ts_total_lines,/test/controller_.ts_sloc,/test/controller_.ts_total_lines_of_comments,/test/controller_.ts_blank_lines,/test/controller_.js_file_count,/test/controller_.js_total_lines,/test/controller_.js_sloc,/test/controller_.js_total_lines_of_comments,/test/controller_.js_blank_lines,/test/rest_.ts_file_count,/test/rest_.ts_total_lines,/test/rest_.ts_sloc,/test/rest_.ts_total_lines_of_comments,/test/rest_.ts_blank_lines,/test/rest_.js_file_count,/test/rest_.js_total_lines,/test/rest_.js_sloc,/test/rest_.js_total_lines_of_comments,/test/rest_.js_blank_lines,3_folders_file_count,3_folders_total_lines,3_folders_sloc,3_folders_total_lines_of_comments,3_folders_blank_lines,/frontend_file_count,/frontend_total_lines,/frontend_sloc,/frontend_total_lines_of_comments,/frontend_blank_lines,/src_file_count,/src_total_lines,/src_sloc,/src_total_lines_of_comments,/src_blank_lines,/test/controller_file_count,/test/controller_total_lines,/test/controller_sloc,/test/controller_total_lines_of_comments,/test/controller_blank_lines,/test/rest_file_count,/test/rest_total_lines,/test/rest_sloc,/test/rest_total_lines_of_comments,/test/rest_blank_lines,typescript_file_count,typescript_total_lines,typescript_sloc,typescript_total_lines_of_comments,typescript_blank_lines,javascript_file_count,javascript_total_lines,javascript_sloc,javascript_total_lines_of_comments,javascript_blank_lines,cc_sum,cc_sum_3folders,term
388,44,116,25,19,0,6,0,92,4,"[27, 24, 23, 14, 3, 1]",2024-01-24,2024-04-05,104498,3049,2275,0,774,0,1035,298,257,0,41,0,0,0,0,0,0,5,544,430,59,55,16,1826,1436,193,197,0,0,0,0,0,1,269,204,41,24,0,0,0,0,0,1,132,83,24,25,0,0,0,0,0,23,3088,2153,317,301,5,603,430,59,55,16,2019,1436,193,197,1,310,204,41,24,1,156,83,24,25,18,2485,1723,258,246,5,603,430,59,55,358,355,3
389,50,160,33,31,0,2,0,152,3,"[74, 52, 22, 3, 1]",2024-01-24,2024-04-05,257328,5009,4418,0,591,0,1883,601,584,0,17,0,0,0,0,0,0,1,361,309,18,34,22,2177,1592,320,265,0,0,0,0,0,1,783,630,63,90,0,0,0,0,0,1,929,707,119,103,0,0,0,0,0,25,4770,3238,520,492,1,379,309,18,34,22,2497,1592,320,265,1,846,630,63,90,1,1048,707,119,103,24,4391,2929,502,458,1,379,309,18,34,672,618,3
390,41,136,16,14,0,2,0,109,4,"[45, 43, 14, 3, 3, 1]",2024-01-24,2024-04-05,187808,2317,1821,0,496,0,985,231,193,0,38,0,0,0,0,0,0,1,266,191,40,35,10,1079,799,151,129,0,0,0,0,0,1,389,329,14,46,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,13,2021,1334,234,219,1,306,191,40,35,10,1230,799,151,129,1,403,329,14,46,1,82,15,29,9,12,1715,1143,194,184,1,306,191,40,35,388,385,3
391,42,103,18,13,0,5,0,101,5,"[69, 13, 12, 3, 2, 1, 1]",2024-01-24,2024-04-05,93179,3569,2628,0,941,0,1209,492,447,0,45,0,0,0,0,0,0,4,711,495,45,171,9,1438,1076,205,157,0,0,0,0,0,2,870,604,188,78,0,0,0,0,0,1,272,201,57,14,0,0,0,0,0,16,3786,2376,495,420,4,756,495,45,171,9,1643,1076,205,157,2,1058,604,188,78,1,329,201,57,14,12,3030,1881,450,249,4,756,495,45,171,421,418,3
392,45,124,22,18,0,4,0,105,12,"[31, 27, 17, 11, 5, 3, 3, 2, 1, 1, 1, 1, 1, 1]",2024-01-24,2024-04-05,210410,3661,2756,0,905,0,4241,716,586,0,130,0,0,0,0,0,0,3,675,466,147,62,15,2177,1560,440,177,0,0,0,0,0,1,277,210,42,25,0,0,0,0,0,1,252,81,144,27,0,0,0,0,0,20,4154,2317,773,291,3,822,466,147,62,15,2617,1560,440,177,1,319,210,42,25,1,396,81,144,27,17,3332,1851,626,229,3,822,466,147,62,418,415,3
393,40,197,18,16,0,2,0,93,3,"[54, 18, 17, 3, 1]",2024-01-24,2024-04-05,134379,3833,3201,0,632,0,1072,333,314,0,19,0,0,0,0,0,0,1,402,337,23,42,13,2220,1754,251,215,0,0,0,0,0,1,620,520,5,95,0,0,0,0,0,1,313,245,40,28,0,0,0,0,0,16,3874,2856,319,380,1,425,337,23,42,13,2471,1754,251,215,1,625,520,5,95,1,353,245,40,28,15,3449,2519,296,338,1,425,337,23,42,632,629,3
394,47,193,30,24,5,1,0,107,3,"[64, 23, 17, 2, 1]",2024-01-24,2024-04-03,189961,4326,3017,1079,230,0,1188,285,215,70,0,0,9,1280,1028,92,160,0,0,0,0,0,17,1961,1573,178,210,0,0,0,0,0,1,542,484,6,52,0,0,0,0,0,1,265,229,17,19,0,0,0,0,0,28,4341,3314,293,441,9,1372,1028,92,160,17,2139,1573,178,210,1,548,484,6,52,1,282,229,17,19,28,4341,3314,293,441,0,0,0,0,0,624,621,3
395,45,259,29,27,0,2,0,84,4,"[23, 21, 18, 18, 3, 1]",2024-01-24,2024-04-05,177998,4965,4315,0,650,0,2083,1087,807,0,280,0,0,0,0,0,0,1,420,110,292,18,24,2976,2152,645,179,0,0,0,0,0,1,698,488,147,63,0,0,0,0,0,1,574,492,38,44,0,0,0,0,0,27,5790,3242,1122,304,1,712,110,292,18,24,3621,2152,645,179,1,845,488,147,63,1,612,492,38,44,26,5078,3132,830,286,1,712,110,292,18,802,799,3
396,39,180,19,17,0,2,0,333,3,"[147, 109, 73, 3, 1]",2024-01-24,2024-04-05,164443,5708,4248,0,1460,0,2035,986,877,0,109,0,0,0,0,0,0,1,1230,1011,132,87,13,2768,1735,686,347,0,0,0,0,0,1,480,333,6,141,0,0,0,0,0,1,585,361,146,78,0,0,0,0,0,16,6033,3440,970,653,1,1362,1011,132,87,13,3454,1735,686,347,1,486,333,6,141,1,731,361,146,78,15,4671,2429,838,566,1,1362,1011,132,87,790,787,3
397,39,144,18,15,0,3,0,90,5,"[31, 19, 16, 14, 6, 3, 1]",2024-01-24,2024-04-05,170212,3227,2556,0,671,0,1179,287,248,0,39,0,0,0,0,0,0,2,441,339,63,39,12,2042,1435,233,374,0,0,0,0,0,1,391,283,1,107,0,0,0,0,0,1,75,33,32,10,0,0,0,0,0,16,3278,2090,329,530,2,504,339,63,39,12,2275,1435,233,374,1,392,283,1,107,1,107,33,32,10,14,2774,1751,266,491,2,504,339,63,39,433,430,3
398,43,183,20,16,0,4,0,142,2,"[74, 64, 3, 1]",2024-01-24,2024-04-05,182758,3343,2894,0,449,0,1516,426,422,0,4,0,0,0,0,0,0,3,219,189,4,26,13,1938,1518,298,122,0,0,0,0,0,1,627,488,79,60,0,0,0,0,0,1,281,203,59,19,0,0,0,0,0,18,3505,2398,440,227,3,223,189,4,26,13,2236,1518,298,122,1,706,488,79,60,1,340,203,59,19,15,3282,2209,436,201,3,223,189,4,26,589,586,3
399,43,220,29,21,0,7,1,190,3,"[104, 64, 18, 3, 1]",2024-01-24,2024-04-05,204306,4940,4232,0,370,338,1252,465,437,0,7,21,0,0,0,0,0,7,478,401,28,49,17,2559,2020,384,155,0,0,0,0,0,2,1164,1004,25,135,0,0,0,0,0,1,461,436,9,16,0,0,0,0,0,27,5108,3861,446,355,7,506,401,28,49,17,2943,2020,384,155,2,1189,1004,25,135,1,470,436,9,16,20,4602,3460,418,306,7,506,401,28,49,778,775,3
400,34,101,7,6,0,1,0,13,2,"[11, 1, 1]",2024-01-24,2024-01-29,173559,953,731,0,222,0,1204,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,339,194,79,66,0,0,0,0,0,2,344,264,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,792,458,109,116,0,0,0,0,0,3,418,194,79,66,2,374,264,30,50,0,0,0,0,0,5,792,458,109,116,0,0,0,0,0,141,138,3
401,42,135,21,19,0,2,0,183,4,"[105, 28, 24, 22, 3, 1]",2024-01-24,2024-04-08,939968,3288,2653,0,635,0,6252,227,189,0,38,0,0,0,0,0,0,1,405,294,51,60,13,1526,1218,175,133,0,0,0,0,0,4,668,513,18,137,0,0,0,0,0,1,411,216,162,33,0,0,0,0,0,19,3416,2241,406,363,1,456,294,51,60,13,1701,1218,175,133,4,686,513,18,137,1,573,216,162,33,18,2960,1947,355,303,1,456,294,51,60,556,553,3
402,42,127,17,15,0,2,0,113,4,"[40, 25, 23, 20, 3, 2]",2024-01-24,2024-04-05,203661,3011,2349,0,662,0,1443,709,589,0,120,0,0,0,0,0,0,1,432,237,130,65,11,1611,929,482,200,0,0,0,0,0,1,304,189,33,82,0,0,0,0,0,1,318,250,48,20,0,0,0,0,0,14,3358,1605,693,367,1,562,237,130,65,11,2093,929,482,200,1,337,189,33,82,1,366,250,48,20,13,2796,1368,563,302,1,562,237,130,65,380,374,3
403,49,193,16,14,0,2,0,65,4,"[18, 16, 14, 13, 3, 1]",2024-01-24,2024-04-03,238632,2718,2352,0,366,0,1159,153,146,0,7,0,0,0,0,0,0,1,136,120,7,9,11,1581,1315,119,147,0,0,0,0,0,1,670,573,5,92,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,14,2600,2023,160,257,1,143,120,7,9,11,1700,1315,119,147,1,675,573,5,92,1,82,15,29,9,13,2457,1903,153,248,1,143,120,7,9,445,442,3
404,55,251,42,29,0,6,7,164,4,"[55, 42, 40, 24, 2, 1]",2024-01-24,2024-04-02,130798,5408,4718,0,286,404,1560,689,661,0,8,20,0,0,0,0,0,12,460,370,37,53,21,3427,2343,624,460,0,0,0,0,0,1,529,435,10,84,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,35,5169,3163,700,606,12,497,370,37,53,21,4051,2343,624,460,1,539,435,10,84,1,82,15,29,9,23,4672,2793,663,553,12,497,370,37,53,690,621,3
405,45,120,34,27,5,2,0,115,5,"[41, 24, 19, 18, 10, 2, 1]",2024-01-24,2024-04-06,126191,3472,2803,433,236,0,1088,313,310,3,0,0,10,526,477,10,39,1,6,6,0,0,19,1911,1510,227,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,168,154,2,12,0,0,0,0,0,31,2850,2147,239,225,11,542,483,10,39,19,2138,1510,227,174,0,0,0,0,0,1,170,154,2,12,30,2844,2141,239,225,1,6,6,0,0,388,385,3
406,41,179,22,16,0,6,0,64,4,"[20, 18, 12, 11, 2, 1]",2024-01-24,2024-04-04,308492,3009,2150,0,859,0,1960,228,198,0,30,0,0,0,0,0,0,5,629,521,48,60,12,1632,1269,151,212,0,0,0,0,0,1,370,315,1,54,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,19,2913,2120,229,335,5,677,521,48,60,12,1783,1269,151,212,1,371,315,1,54,1,82,15,29,9,14,2236,1599,181,275,5,677,521,48,60,370,364,3
407,52,264,32,21,0,11,0,105,3,"[59, 26, 17, 2, 1]",2024-01-24,2024-04-03,339368,4199,3031,0,1168,0,1580,540,514,0,26,0,0,0,0,0,0,10,938,821,33,84,16,1867,1226,412,229,0,0,0,0,0,3,890,671,88,131,0,0,0,0,0,1,226,185,10,31,0,0,0,0,0,30,4464,2903,543,475,10,971,821,33,84,16,2279,1226,412,229,3,978,671,88,131,1,236,185,10,31,20,3493,2082,510,391,10,971,821,33,84,476,473,3
408,42,203,14,12,0,2,0,219,4,"[71, 50, 47, 47, 3, 1]",2024-01-24,2024-04-04,572091,3534,2973,0,561,0,5298,1062,1017,0,45,0,0,0,0,0,0,1,331,237,52,42,9,1401,1037,226,138,0,0,0,0,0,1,1166,367,648,151,0,0,0,0,0,1,357,181,153,23,0,0,0,0,0,12,4334,1822,1079,354,1,383,237,52,42,9,1627,1037,226,138,1,1814,367,648,151,1,510,181,153,23,11,3951,1585,1027,312,1,383,237,52,42,366,363,3
409,43,184,20,19,0,1,0,175,4,"[95, 29, 24, 24, 2, 1]",2024-01-24,2024-04-05,212336,2873,2643,0,230,0,1205,374,374,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1692,1118,274,300,0,0,0,0,0,1,436,310,38,88,0,0,0,0,0,1,226,163,49,14,0,0,0,0,0,17,2715,1591,361,402,0,0,0,0,0,15,1966,1118,274,300,1,474,310,38,88,1,275,163,49,14,17,2715,1591,361,402,0,0,0,0,0,488,485,3
410,38,147,20,14,0,6,0,182,4,"[59, 53, 34, 32, 3, 1]",2024-01-24,2024-04-05,303376,2972,2183,0,789,0,1152,400,345,0,55,0,0,0,0,0,0,5,559,463,56,40,10,1413,969,281,163,0,0,0,0,0,1,279,219,16,44,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,17,2686,1666,382,256,5,615,463,56,40,10,1694,969,281,163,1,295,219,16,44,1,82,15,29,9,12,2071,1203,326,216,5,615,463,56,40,408,403,3
411,46,1057,22,19,0,3,0,127,4,"[55, 36, 19, 13, 3, 1]",2024-01-24,2024-04-04,540442,2946,2591,0,355,0,1340,222,212,0,10,0,0,0,0,0,0,2,125,104,12,9,15,1432,1154,150,128,0,0,0,0,0,1,666,571,10,85,0,0,0,0,0,1,255,190,51,14,0,0,0,0,0,19,2701,2019,223,236,2,137,104,12,9,15,1582,1154,150,128,1,676,571,10,85,1,306,190,51,14,17,2564,1915,211,227,2,137,104,12,9,544,539,3
412,46,164,33,25,7,1,0,18,2,"[8, 7, 2, 1]",2024-01-24,2024-04-05,128643,2929,2380,319,230,0,948,196,192,4,0,0,13,434,386,10,38,0,0,0,0,0,15,1446,1114,170,162,0,0,0,0,0,1,335,280,1,54,0,0,0,0,0,1,253,233,1,19,0,0,0,0,0,30,2650,2013,182,273,13,444,386,10,38,15,1616,1114,170,162,1,336,280,1,54,1,254,233,1,19,30,2650,2013,182,273,0,0,0,0,0,421,379,3
413,50,229,31,22,8,1,0,156,4,"[65, 58, 20, 9, 3, 1]",2024-01-24,2024-04-03,185279,4292,3282,780,230,0,1099,340,324,16,0,0,11,803,711,26,66,0,0,0,0,0,13,2047,1587,223,237,0,0,0,0,0,4,935,810,17,108,0,0,0,0,0,1,219,139,61,19,0,0,0,0,0,29,4331,3247,327,430,11,829,711,26,66,13,2270,1587,223,237,4,952,810,17,108,1,280,139,61,19,29,4331,3247,327,430,0,0,0,0,0,567,564,3
414,49,177,22,14,0,8,0,17,3,"[11, 2, 2, 1, 1]",2024-01-24,2024-04-05,111027,2843,2294,0,549,0,1110,324,193,0,131,0,1,9,6,2,1,7,319,113,142,64,9,1500,1205,143,152,0,0,0,0,0,1,436,370,16,50,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,19,2649,1709,332,276,8,472,119,144,65,9,1643,1205,143,152,1,452,370,16,50,1,82,15,29,9,12,2188,1596,190,212,7,461,113,142,64,275,272,3
415,39,192,25,16,0,2,7,150,2,"[78, 68, 3, 1]",2024-01-24,2024-04-05,247033,3291,2736,0,237,318,1558,308,305,0,1,2,0,0,0,0,0,8,325,304,4,17,13,1814,1483,146,185,0,0,0,0,0,1,563,349,128,86,0,0,0,0,0,1,311,254,29,28,0,0,0,0,0,23,3320,2390,307,316,8,329,304,4,17,13,1960,1483,146,185,1,691,349,128,86,1,340,254,29,28,15,2991,2086,303,299,8,329,304,4,17,555,552,3
416,46,225,25,20,4,1,0,109,4,"[41, 22, 22, 20, 3, 1]",2024-01-24,2024-04-05,393996,4099,3260,609,230,0,1542,419,408,11,0,0,7,630,521,21,88,0,0,0,0,0,13,2228,1710,331,187,0,0,0,0,0,2,859,686,54,119,0,0,0,0,0,1,104,59,36,9,0,0,0,0,0,23,4263,2976,442,403,7,651,521,21,88,13,2559,1710,331,187,2,913,686,54,119,1,140,59,36,9,23,4263,2976,442,403,0,0,0,0,0,1257,660,3
417,49,215,29,19,0,2,8,116,4,"[39, 28, 25, 21, 2, 1]",2024-01-24,2024-04-05,138138,3295,2718,0,237,340,1050,166,164,0,1,1,1,112,109,0,3,9,347,311,2,34,15,1836,1534,128,174,0,0,0,0,0,1,669,558,15,96,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,27,3191,2527,174,316,10,461,420,2,37,15,1964,1534,128,174,1,684,558,15,96,1,82,15,29,9,18,2842,2216,172,282,9,349,311,2,34,583,580,3
418,44,347,25,13,6,6,0,114,4,"[33, 32, 30, 16, 2, 1]",2024-01-24,2024-04-05,278069,3818,2559,964,295,0,1807,953,731,215,7,0,6,964,597,237,130,5,65,49,8,8,8,1220,663,430,127,0,0,0,0,0,1,489,398,16,75,0,0,0,0,0,1,124,79,31,14,0,0,0,0,0,21,3584,1786,722,354,11,1274,646,245,138,8,1650,663,430,127,1,505,398,16,75,1,155,79,31,14,16,3511,1737,714,346,5,73,49,8,8,366,360,3
419,47,146,44,35,0,9,0,253,15,"[117, 37, 29, 20, 11, 8, 6, 5, 5, 3, 3, 2, 2, 2, 1, 1, 1]",2024-01-24,2024-04-05,165805,4014,3562,0,452,0,2012,1140,1123,0,17,0,0,0,0,0,0,5,73,55,10,8,18,1896,955,762,179,0,0,0,0,0,1,417,313,46,58,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,25,3286,1338,847,254,5,83,55,10,8,18,2658,955,762,179,1,463,313,46,58,1,82,15,29,9,20,3203,1283,837,246,5,83,55,10,8,410,407,3
420,101,493,36,15,0,21,0,252,5,"[87, 71, 51, 38, 2, 2, 1]",2024-01-06,2024-04-04,637590,5121,3778,0,1343,0,2034,1113,1062,0,51,0,0,0,0,0,0,20,1113,888,67,158,12,2676,1615,820,241,0,0,0,0,0,1,884,629,154,101,0,0,0,0,0,1,170,69,87,14,0,0,0,0,0,34,5971,3201,1128,514,20,1180,888,67,158,12,3496,1615,820,241,1,1038,629,154,101,1,257,69,87,14,14,4791,2313,1061,356,20,1180,888,67,158,699,696,3
421,41,125,26,17,8,1,0,87,3,"[39, 29, 16, 2, 1]",2024-01-24,2024-04-05,155787,5481,4532,719,230,0,1836,711,706,5,0,0,12,787,701,19,67,0,0,0,0,0,10,1971,1244,452,275,0,0,0,0,0,1,2392,1894,265,233,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,24,5968,3854,765,584,12,806,701,19,67,10,2423,1244,452,275,1,2657,1894,265,233,1,82,15,29,9,24,5968,3854,765,584,0,0,0,0,0,735,534,3
422,41,196,24,22,0,2,0,126,3,"[68, 40, 14, 3, 1]",2024-01-24,2024-04-05,236749,6315,5666,0,649,0,1048,230,230,0,0,0,0,0,0,0,0,1,419,373,0,46,16,2373,1807,183,383,0,0,0,0,0,4,2922,1714,924,284,0,0,0,0,0,1,323,285,2,36,0,0,0,0,0,22,7146,4179,1109,749,1,419,373,0,46,16,2556,1807,183,383,4,3846,1714,924,284,1,325,285,2,36,21,6727,3806,1109,703,1,419,373,0,46,670,667,3
423,48,272,20,18,0,2,0,203,4,"[78, 67, 28, 26, 3, 1]",2024-01-24,2024-04-05,177635,4377,3603,0,774,0,1813,682,653,0,29,0,0,0,0,0,0,1,544,400,30,114,14,2590,1785,603,202,0,0,0,0,0,1,653,405,137,111,0,0,0,0,0,1,242,184,41,17,0,0,0,0,0,17,4840,2774,811,444,1,574,400,30,114,14,3193,1785,603,202,1,790,405,137,111,1,283,184,41,17,16,4266,2374,781,330,1,574,400,30,114,668,662,3
424,50,255,25,21,0,4,0,129,4,"[53, 37, 19, 17, 2, 1]",2024-01-24,2024-04-03,209109,4379,3761,0,618,0,1707,369,358,0,11,0,0,0,0,0,0,3,388,339,11,38,13,2079,1558,313,208,0,0,0,0,0,1,889,757,41,91,0,0,0,0,0,1,390,324,34,32,0,0,0,0,0,18,4145,2978,399,369,3,399,339,11,38,13,2392,1558,313,208,1,930,757,41,91,1,424,324,34,32,15,3746,2639,388,331,3,399,339,11,38,543,497,3
425,49,160,29,23,2,4,0,91,4,"[27, 23, 21, 16, 3, 1]",2024-01-24,2024-04-05,195124,5982,4555,135,1292,0,2764,1561,1410,0,151,0,0,0,0,0,0,2,1056,849,154,53,18,2618,1466,915,237,0,0,0,0,0,1,763,486,102,175,0,0,0,0,0,1,1021,567,413,41,0,0,0,0,0,22,7042,3368,1584,506,2,1210,849,154,53,18,3533,1466,915,237,1,865,486,102,175,1,1434,567,413,41,20,5832,2519,1430,453,2,1210,849,154,53,536,530,3
426,43,289,38,32,0,6,0,64,4,"[22, 15, 14, 10, 2, 1]",2024-01-24,2024-04-05,929514,4914,4428,0,486,0,6852,728,710,0,18,0,0,0,0,0,0,5,256,220,18,18,28,2341,1844,362,135,0,0,0,0,0,1,1749,1295,284,170,0,0,0,0,0,1,221,178,29,14,0,0,0,0,0,35,5260,3537,693,337,5,274,220,18,18,28,2703,1844,362,135,1,2033,1295,284,170,1,250,178,29,14,30,4986,3317,675,319,5,274,220,18,18,673,667,3
427,45,201,21,19,0,2,0,128,4,"[54, 49, 20, 3, 1, 1]",2024-01-24,2024-04-04,105879,3675,3416,0,259,0,956,220,220,0,0,0,0,0,0,0,0,1,29,24,0,5,16,2558,2171,163,224,0,0,0,0,0,1,588,460,44,84,0,0,0,0,0,1,222,179,36,7,0,0,0,0,0,19,3640,2834,243,320,1,29,24,0,5,16,2721,2171,163,224,1,632,460,44,84,1,258,179,36,7,18,3611,2810,243,315,1,29,24,0,5,657,654,3
428,53,275,44,25,0,8,11,146,5,"[45, 32, 30, 27, 9, 2, 1]",2024-01-24,2024-04-04,247174,12879,6001,0,6262,616,2085,624,619,0,3,2,0,0,0,0,0,18,6648,6550,22,76,16,2662,1675,560,427,0,0,0,0,0,7,2875,2441,31,403,0,0,0,0,0,1,380,276,32,72,0,0,0,0,0,42,13210,10942,645,978,18,6670,6550,22,76,16,3222,1675,560,427,7,2906,2441,31,403,1,412,276,32,72,24,6540,4392,623,902,18,6670,6550,22,76,863,859,3
429,43,143,28,20,0,8,0,100,5,"[35, 24, 14, 12, 11, 3, 1]",2024-01-24,2024-04-04,135900,4254,3567,0,687,0,1109,357,349,0,8,0,0,0,0,0,0,7,457,411,11,35,15,2408,1790,328,290,0,0,0,0,0,3,1058,881,32,145,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,26,4376,3097,400,479,7,468,411,11,35,15,2736,1790,328,290,3,1090,881,32,145,1,82,15,29,9,19,3908,2686,389,444,7,468,411,11,35,498,495,3
430,43,149,26,24,0,2,0,112,3,"[64, 30, 14, 3, 1]",2024-01-24,2024-04-04,142624,4016,3629,0,387,0,1582,519,503,0,16,0,0,0,0,0,0,1,157,117,19,21,20,2868,2073,446,349,0,0,0,0,0,2,607,-20,521,106,0,0,0,0,0,1,106,87,0,19,0,0,0,0,0,24,4724,2257,986,495,1,176,117,19,21,20,3314,2073,446,349,2,1128,-20,521,106,1,106,87,0,19,23,4548,2140,967,474,1,176,117,19,21,577,574,3
431,47,173,19,18,0,1,0,141,4,"[63, 38, 21, 15, 3, 1]",2024-01-24,2024-04-05,299591,4015,3785,0,230,0,1378,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2298,1850,191,257,0,0,0,0,0,3,928,826,21,81,0,0,0,0,0,1,482,447,13,22,0,0,0,0,0,16,3933,3123,225,360,0,0,0,0,0,12,2489,1850,191,257,3,949,826,21,81,1,495,447,13,22,16,3933,3123,225,360,0,0,0,0,0,735,730,3
432,41,164,19,17,0,2,0,119,4,"[66, 18, 18, 13, 3, 1]",2024-01-24,2024-04-04,166464,3094,2541,0,553,0,1296,227,186,0,41,0,0,0,0,0,0,1,323,257,43,23,14,1688,1272,156,260,0,0,0,0,0,1,526,406,16,104,0,0,0,0,0,1,279,226,25,28,0,0,0,0,0,17,3056,2161,240,415,1,366,257,43,23,14,1844,1272,156,260,1,542,406,16,104,1,304,226,25,28,16,2690,1904,197,392,1,366,257,43,23,510,507,3
433,57,186,43,29,13,1,0,174,5,"[84, 46, 27, 13, 2, 1, 1]",2024-01-24,2024-04-05,252539,3844,3072,542,230,0,1392,367,340,27,0,0,17,661,556,36,69,0,0,0,0,0,22,2069,1353,531,185,0,0,0,0,0,1,482,407,41,34,0,0,0,0,0,1,352,321,9,22,0,0,0,0,0,41,4181,2637,617,310,17,697,556,36,69,22,2600,1353,531,185,1,523,407,41,34,1,361,321,9,22,41,4181,2637,617,310,0,0,0,0,0,480,477,3
434,39,109,13,12,0,1,0,181,4,"[87, 47, 23, 20, 3, 1]",2024-01-25,2024-04-05,154312,2440,2210,0,230,0,1684,622,622,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1776,961,669,146,0,0,0,0,0,1,304,189,44,71,0,0,0,0,0,1,82,57,13,12,0,0,0,0,0,11,2888,1207,726,229,0,0,0,0,0,9,2445,961,669,146,1,348,189,44,71,1,95,57,13,12,11,2888,1207,726,229,0,0,0,0,0,374,371,3
435,45,196,33,21,11,1,0,98,3,"[55, 30, 10, 2, 1]",2024-01-25,2024-04-04,134268,3417,2534,653,230,0,1094,269,255,14,0,0,14,674,609,16,49,0,0,0,0,0,15,1922,1493,204,225,0,0,0,0,0,1,463,386,21,56,0,0,0,0,0,1,80,40,27,13,0,0,0,0,0,31,3407,2528,268,343,14,690,609,16,49,15,2126,1493,204,225,1,484,386,21,56,1,107,40,27,13,31,3407,2528,268,343,0,0,0,0,0,550,547,3
436,46,200,37,25,11,1,0,112,4,"[45, 44, 12, 7, 3, 1]",2024-01-25,2024-04-04,247215,4448,3153,1065,230,0,1476,644,621,23,0,0,14,1086,937,29,120,0,0,0,0,0,8,1742,1138,416,188,0,0,0,0,0,1,787,583,108,96,0,0,0,0,0,1,245,210,8,27,0,0,0,0,0,24,4421,2868,561,431,14,1115,937,29,120,8,2158,1138,416,188,1,895,583,108,96,1,253,210,8,27,24,4421,2868,561,431,0,0,0,0,0,478,466,3
437,40,126,16,14,0,2,0,91,4,"[27, 25, 24, 11, 3, 1]",2024-01-25,2024-04-04,126028,2521,2121,0,400,0,1242,241,235,0,6,0,0,0,0,0,0,1,170,145,10,15,10,1366,1073,144,149,0,0,0,0,0,1,282,187,14,81,0,0,0,0,0,1,342,286,29,27,0,0,0,0,0,13,2357,1691,197,272,1,180,145,10,15,10,1510,1073,144,149,1,296,187,14,81,1,371,286,29,27,12,2177,1546,187,257,1,180,145,10,15,373,367,3
438,38,106,20,14,0,6,0,84,3,"[33, 29, 18, 3, 1]",2024-01-25,2024-04-05,97604,3867,2963,0,904,0,1473,730,569,0,161,0,0,0,0,0,0,5,674,444,166,64,10,1468,916,443,109,0,0,0,0,0,2,1394,1107,148,139,0,0,0,0,0,1,53,15,29,9,0,0,0,0,0,18,4375,2482,786,321,5,840,444,166,64,10,1911,916,443,109,2,1542,1107,148,139,1,82,15,29,9,13,3535,2038,620,257,5,840,444,166,64,586,583,3
